# 从 docs/evedata.xlsx 自动提取；生成日期：2026-09-09。
TYPE	244		X射线晶体 S
TYPE	245		伽玛晶体 S
TYPE	246		多频晶体 S
TYPE	247		射频晶体 M
TYPE	248		微波晶体 M
TYPE	249		红外晶体 M
TYPE	250		标准晶体 M
TYPE	251		紫外晶体 M
TYPE	252		X射线晶体 M
TYPE	253		伽玛晶体 M
TYPE	254		多频晶体 M
TYPE	255		射频晶体 L
TYPE	256		微波晶体 L
TYPE	257		红外晶体 L
TYPE	258		标准晶体 L
TYPE	259		紫外晶体 L
TYPE	260		X射线晶体 L
TYPE	261		伽玛晶体 L
TYPE	262		多频晶体 L
TYPE	263		电容注电器装料 25
TYPE	264		电容注电器装料 50
TYPE	266		鞭挞火箭
TYPE	267		鞭挞鱼雷
TYPE	269		雷神自动锁定轻型导弹 I
TYPE	377		小型护盾扩展装置 I
TYPE	380		小型护盾扩展装置 II
TYPE	393		护盾回充器 I
TYPE	394		护盾回充器 II
TYPE	399		小型护盾回充增量器 I
TYPE	400		小型护盾回充增量器 II
TYPE	405		微型远程护盾回充增量器
TYPE	421		基础型电容回充器
TYPE	434		5MN微型跃迁推进器 I
TYPE	438		1MN加力燃烧器 II
TYPE	439		1MN加力燃烧器 I
TYPE	440		5MN微型跃迁推进器 II
TYPE	442		货柜扫描器 I
TYPE	443		船体扫描器 I
TYPE	444		采矿勘测芯片组 I
TYPE	447		跃迁扰频器 I
TYPE	448		跃迁扰频器 II
TYPE	450		加特林脉冲激光器 I
TYPE	451		双联轻型脉冲激光器 I
TYPE	452		双联轻型集束激光器 I
TYPE	453		小型聚焦脉冲激光器 I
TYPE	454		小型聚焦集束激光器 I
TYPE	455		四联轻型集束激光器 I
TYPE	456		聚焦中型脉冲激光器 I
TYPE	457		聚焦中型集束激光器 I
TYPE	458		重型脉冲激光器 I
TYPE	459		重型集束激光器 I
TYPE	460		双联重型脉冲激光器 I
TYPE	461		双联重型集束激光器 I
TYPE	462		超级脉冲激光器 I
TYPE	463		超级集束激光器 I
TYPE	464		超光速粒子集束激光器 I
TYPE	482		采矿器 II
TYPE	483		采矿器 I
TYPE	484		125mm加特林自动加农炮 I
TYPE	485		150mm轻型自动加农炮 I
TYPE	486		200mm自动加农炮 I
TYPE	487		250mm轻型加农炮 I
TYPE	488		280mm榴弹炮 I
TYPE	489		双联180mm自动加农炮 I
TYPE	490		220mm火神自动加农炮 I
TYPE	491		425mm自动加农炮 I
TYPE	492		650mm加农炮 I
TYPE	493		720mm榴弹炮 I
TYPE	494		双联425mm自动加农炮 I
TYPE	495		双联650mm频射加农炮 I
TYPE	496		800mm频射加农炮 I
TYPE	497		1200mm加农火炮 I
TYPE	498		1400mm榴弹炮 I
TYPE	499		轻型导弹发射器 I
TYPE	501		重型导弹发射器 I
TYPE	503		鱼雷发射器 I
TYPE	506		基础型电容能源继电器
TYPE	508		基础护盾通量线圈
TYPE	509		基础型电容通量线圈
TYPE	518		基础型回转稳定器
TYPE	519		回转稳定器 II
TYPE	520		回转稳定器 I
TYPE	521		基础型损伤控制
TYPE	522		微型电容器电池
TYPE	523		小型装甲维修器 I
TYPE	524		小型结构维修器 I
TYPE	526		停滞缠绕光束 I
TYPE	527		停滞缠绕光束 II
TYPE	529		小型远程电容传输装置 I
TYPE	530		小型掠能器 I
TYPE	533		小型能量中和器 I
TYPE	561		75mm加特林磁轨炮 I
TYPE	562		轻型电子疾速炮 I
TYPE	563		轻型离子疾速炮 I
TYPE	564		轻型中子疾速炮 I
TYPE	565		150mm磁轨炮 I
TYPE	566		重型电子疾速炮 I
TYPE	567		双联150mm磁轨炮 I
TYPE	568		重型中子疾速炮 I
TYPE	569		重型离子疾速炮 I
TYPE	570		250mm磁轨炮 I
TYPE	571		电子疾速加农炮 I
TYPE	572		双联250mm磁轨炮 I
TYPE	573		中子疾速加农炮 I
TYPE	574		425mm磁轨炮 I
TYPE	575		离子疾速加农炮 I
TYPE	577		中型电容注电器 I
TYPE	578		多谱式护盾增强器 I
TYPE	580		脉冲干扰器 I
TYPE	581		被动锁定器 I
TYPE	582		矮脚鸡级
TYPE	583		秃鹫级
TYPE	584		狮鹫级
TYPE	585		伐木者级
TYPE	586		探索级
TYPE	587		裂谷级
TYPE	588		死神号
TYPE	589		刽子手级
TYPE	590		检察官级
TYPE	591		巨神兵级
TYPE	592		纳维达斯级
TYPE	593		特里斯坦级
TYPE	594		因卡萨斯级
TYPE	596		帝国号
TYPE	597		惩罚者级
TYPE	598		分裂者级
TYPE	599		爆发级
TYPE	601		伊毕斯号
TYPE	602		茶隼级
TYPE	603		小鹰级
TYPE	605		苍鹭级
TYPE	606		维拉托尔号
TYPE	607		伊米卡斯级
TYPE	608		阿特龙级
TYPE	609		毛鲁斯级
TYPE	615		因莫雷特级
TYPE	617		回声级
TYPE	620		鱼鹰级
TYPE	621		狞獾级
TYPE	622		刺刀级
TYPE	623		巨鸟级
TYPE	624		暴君级
TYPE	625		奥格诺级
TYPE	626		狂怒者级
TYPE	627		托勒克斯级
TYPE	628		主宰级
TYPE	629		断崖级
TYPE	630		挑战级
TYPE	631		镰刀级
TYPE	632		黑鸟级
TYPE	633		星空级
TYPE	634		送葬者级
TYPE	635		奥普克斯级豪华游轮
TYPE	638		乌鸦级
TYPE	639		狂暴级
TYPE	640		毒蝎级
TYPE	641		万王宝座级
TYPE	642		灾难级
TYPE	643		末日沙场级
TYPE	644		台风级
TYPE	645		多米尼克斯级
TYPE	648		獾级
TYPE	649		狐鼬级
TYPE	650		涅鲁斯级
TYPE	651		囤积者级
TYPE	652		猛犸级
TYPE	653		环绕级
TYPE	654		克琉斯级
TYPE	655		埃比斯级
TYPE	656		米亚莫斯级
TYPE	657		伊特龙级MKV
TYPE	670		太空舱
TYPE	671		俄洛巴斯级
TYPE	672		加达里穿梭机
TYPE	683		矮脚鸡级蓝图
TYPE	684		秃鹫级蓝图
TYPE	685		狮鹫级蓝图
TYPE	686		鱼鹰级蓝图
TYPE	687		狞獾级蓝图
TYPE	688		乌鸦级蓝图
TYPE	689		伐木者级蓝图
TYPE	690		探索级蓝图
TYPE	691		裂谷级蓝图
TYPE	692		刺刀级蓝图
TYPE	693		狂暴级蓝图
TYPE	784		采矿器蓝图 II
TYPE	785		采矿器蓝图 I
TYPE	786		轻型导弹发射器蓝图 I
TYPE	788		重型导弹发射器蓝图 I
TYPE	790		鱼雷发射器蓝图 I
TYPE	803		雷神巡航导弹蓝图
TYPE	804		鞭挞巡航导弹蓝图
TYPE	805		炼狱巡航导弹蓝图
TYPE	806		星爆巡航导弹蓝图
TYPE	807		星爆重型导弹蓝图
TYPE	808		雷神重型导弹蓝图
TYPE	809		炼狱重型导弹蓝图
TYPE	810		鞭挞重型导弹蓝图
TYPE	811		鞭挞轻型导弹蓝图
TYPE	812		炼狱轻型导弹蓝图
TYPE	813		雷神轻型导弹蓝图
TYPE	814		星爆轻型导弹蓝图
TYPE	819		125mm加特林自动加农炮蓝图 I
TYPE	820		150mm轻型自动加农炮蓝图 I
TYPE	821		200mm自动加农炮蓝图 I
TYPE	822		250mm轻型加农炮蓝图 I
TYPE	823		280mm榴弹炮蓝图 I
TYPE	824		双联180mm自动加农炮蓝图 I
TYPE	825		220mm火神自动加农炮蓝图 I
TYPE	826		425mm自动加农炮蓝图 I
TYPE	827		650mm加农炮蓝图 I
TYPE	828		720mm榴弹炮蓝图 I
TYPE	829		双联425mm自动加农炮蓝图 I
TYPE	830		双联650mm频射加农炮蓝图 I
TYPE	831		800mm频射加农炮蓝图 I
TYPE	832		1200mm加农炮蓝图 I
TYPE	833		1400mm榴弹炮蓝图 I
TYPE	834		加特林脉冲激光器蓝图 I
TYPE	835		双联轻型脉冲激光器蓝图 I
TYPE	836		双联轻型集束激光器蓝图 I
TYPE	837		小型聚焦脉冲激光器 I 蓝图
TYPE	838		小型聚焦集束激光器 I 蓝图
TYPE	839		四联轻型集束激光器蓝图 I
TYPE	840		聚焦中型脉冲激光器蓝图 I
TYPE	841		聚焦中型集束激光器蓝图 I
TYPE	842		重型脉冲激光器蓝图 I
TYPE	843		重型集束激光器蓝图 I
TYPE	844		双联重型脉冲激光器蓝图 I
TYPE	845		双联重型集束激光器蓝图 I
TYPE	846		超级脉冲激光器蓝图 I
TYPE	847		超级集束激光器蓝图 I
TYPE	848		超光速粒子集束激光器蓝图 I
TYPE	879		碳铅弹蓝图 S
TYPE	880		核芯弹蓝图 S
TYPE	881		质子弹蓝图 S
TYPE	882		硬钼弹蓝图 S
TYPE	883		钛合金萨博弹蓝图 S
TYPE	884		聚变弹蓝图 S
TYPE	885		定相等离子弹蓝图 S
TYPE	886		电磁脉冲弹蓝图 S
TYPE	887		碳铅弹蓝图 M
TYPE	888		核芯弹蓝图 M
TYPE	889		质子弹蓝图 M
TYPE	890		硬钼弹蓝图 M
TYPE	891		钛合金萨博弹蓝图 M
TYPE	892		聚变弹蓝图 M
TYPE	893		定相等离子弹蓝图 M
TYPE	894		电磁脉冲弹蓝图 M
TYPE	895		碳铅弹蓝图 L
TYPE	896		核芯弹蓝图 L
TYPE	897		质子弹蓝图 L
TYPE	898		硬钼弹蓝图 L
TYPE	899		钛合金萨博弹蓝图 L
TYPE	900		聚变弹蓝图 L
TYPE	901		定相等离子弹蓝图 L
TYPE	902		电磁脉冲弹蓝图 L
TYPE	936		刽子手级蓝图
TYPE	937		检察官级蓝图
TYPE	938		巨神兵级蓝图
TYPE	939		纳维达斯级蓝图
TYPE	940		特里斯坦级蓝图
TYPE	941		因卡萨斯级蓝图
TYPE	944		惩罚者级蓝图
TYPE	945		分裂者级蓝图
TYPE	946		爆发级蓝图
TYPE	949		茶隼级蓝图
TYPE	950		小鹰级蓝图
TYPE	952		苍鹭级蓝图
TYPE	954		伊米卡斯级蓝图
TYPE	955		阿特龙级蓝图
TYPE	956		毛鲁斯级蓝图
TYPE	967		加达里穿梭机蓝图
TYPE	968		巨鸟级蓝图
TYPE	969		暴君级蓝图
TYPE	970		奥格诺级蓝图
TYPE	971		狂怒者级蓝图
TYPE	972		托勒克斯级蓝图
TYPE	973		主宰级蓝图
TYPE	974		断崖级蓝图
TYPE	975		挑战级蓝图
TYPE	976		镰刀级蓝图
TYPE	977		黑鸟级蓝图
TYPE	978		星空级蓝图
TYPE	979		送葬者级蓝图
TYPE	983		獾级蓝图
TYPE	984		狐鼬级蓝图
TYPE	985		涅鲁斯级蓝图
TYPE	986		囤积者级蓝图
TYPE	987		猛犸级蓝图
TYPE	988		环绕级蓝图
TYPE	989		克琉斯级蓝图
TYPE	990		埃比斯级蓝图
TYPE	991		米亚莫斯级蓝图
TYPE	992		伊特龙级MKV蓝图
TYPE	994		毒蝎级蓝图
TYPE	995		万王宝座级蓝图
TYPE	996		灾难级蓝图
TYPE	997		末日沙场级蓝图
TYPE	998		台风级蓝图
TYPE	999		多米尼克斯级蓝图
TYPE	1002		俄洛巴斯级蓝图
TYPE	1010		小型护盾扩展装置蓝图 I
TYPE	1013		小型护盾扩展装置蓝图 II
TYPE	1026		护盾回充器蓝图 I
TYPE	1027		护盾回充器蓝图 II
TYPE	1032		小型护盾回充增量器蓝图 I
TYPE	1033		小型护盾回充增量器蓝图 II
TYPE	1067		5MN微型跃迁推进器蓝图 I
TYPE	1071		1MN加力燃烧器蓝图 II
TYPE	1072		1MN加力燃烧器蓝图 I
TYPE	1073		5MN微型跃迁推进器蓝图 II
TYPE	1074		货柜扫描器蓝图 I
TYPE	1075		船体扫描器蓝图 I
TYPE	1076		采矿勘测芯片组蓝图 I
TYPE	1079		跃迁扰频器蓝图 I
TYPE	1080		跃迁扰频器蓝图 II
TYPE	1095		回转稳定器蓝图 II
TYPE	1096		回转稳定器蓝图 I
TYPE	1099		小型装甲维修器蓝图 I
TYPE	1100		小型结构维修器蓝图 I
TYPE	1102		停滞缠绕光束蓝图 I
TYPE	1103		停滞缠绕光束蓝图 II
TYPE	1105		小型远程电容传输装置蓝图 I
TYPE	1106		小型掠能器蓝图 I
TYPE	1109		小型能量中和器蓝图 I
TYPE	1112		75mm加特林磁轨炮蓝图 I
TYPE	1113		轻型电子疾速炮蓝图 I
TYPE	1114		轻型离子疾速炮蓝图 I
TYPE	1115		轻型中子疾速炮蓝图 I
TYPE	1116		150mm磁轨炮蓝图 I
TYPE	1117		重型电子疾速炮蓝图 I
TYPE	1118		双联150mm磁轨炮蓝图 I
TYPE	1119		重型中子疾速炮蓝图 I
TYPE	1120		重型离子疾速炮蓝图 I
TYPE	1121		250mm磁轨炮蓝图 I
TYPE	1122		电子疾速加农炮蓝图 I
TYPE	1123		双联250mm磁轨炮蓝图 I
TYPE	1124		中子疾速加农炮蓝图 I
TYPE	1125		425mm磁轨炮蓝图 I
TYPE	1126		离子疾速加农炮蓝图 I
TYPE	1128		中型电容注电器蓝图 I
TYPE	1129		多谱式护盾增强器蓝图 I
TYPE	1130		铁质轨道弹蓝图 S
TYPE	1131		钨质轨道弹蓝图 S
TYPE	1132		铱质轨道弹蓝图 S
TYPE	1133		铅质轨道弹蓝图 S
TYPE	1134		钍质轨道弹蓝图 S
TYPE	1135		钼质轨道弹蓝图 S
TYPE	1136		锰质轨道弹蓝图 S
TYPE	1137		反物质轨道弹蓝图 S
TYPE	1138		铁质轨道弹蓝图 M
TYPE	1139		钨质轨道弹蓝图 M
TYPE	1140		铱质轨道弹蓝图 M
TYPE	1141		铅质轨道弹蓝图 M
TYPE	1142		钍质轨道弹蓝图 M
TYPE	1143		钼质轨道弹蓝图 M
TYPE	1144		锰质轨道弹蓝图 M
TYPE	1145		反物质轨道弹蓝图 M
TYPE	1146		铁质轨道弹蓝图 L
TYPE	1147		钨质轨道弹蓝图 L
TYPE	1148		铱质轨道弹蓝图 L
TYPE	1149		铅质轨道弹蓝图 L
TYPE	1150		钍质轨道弹蓝图 L
TYPE	1151		钼质轨道弹蓝图 L
TYPE	1152		锰质轨道弹蓝图 L
TYPE	1153		反物质轨道弹蓝图 L
TYPE	1154		射频晶体蓝图 S
TYPE	1155		微波晶体蓝图 S
TYPE	1156		红外晶体蓝图 S
TYPE	1157		标准晶体蓝图 S
TYPE	1158		紫外晶体蓝图 S
TYPE	1159		X射线晶体蓝图 S
TYPE	1160		伽玛晶体蓝图 S
TYPE	1161		多频晶体蓝图 S
TYPE	1162		射频晶体蓝图 M
TYPE	1163		微波晶体蓝图 M
TYPE	1164		红外晶体蓝图 M
TYPE	1165		标准晶体蓝图 M
TYPE	1166		紫外晶体蓝图 M
TYPE	1167		X射线晶体蓝图 M
TYPE	1168		伽玛晶体蓝图 M
TYPE	1169		多频晶体蓝图 M
TYPE	1170		射频晶体蓝图 L
TYPE	1171		微波晶体蓝图 L
TYPE	1172		红外晶体蓝图 L
TYPE	1173		标准晶体蓝图 L
TYPE	1174		紫外晶体蓝图 L
TYPE	1175		X射线晶体蓝图 L
TYPE	1176		伽玛晶体蓝图 L
TYPE	1177		多频晶体蓝图 L
TYPE	1178		高速电容注电器装料—25蓝图
TYPE	1179		高速电容注电器装料—50蓝图
TYPE	1182		自动锁定系统 I
TYPE	1183		小型装甲维修器 II
TYPE	1184		小型装甲维修器蓝图 II
TYPE	1185		小型电容器电池 I
TYPE	1186		小型电容器电池蓝图 I
TYPE	1190		小型远程电容传输装置 II
TYPE	1191		小型远程电容传输装置蓝图 II
TYPE	1192		基础型超载喷注系统
TYPE	1193		基础型电磁涂层
TYPE	1195		电容回充器 I
TYPE	1196		电容回充器蓝图 I
TYPE	1197		电磁涂层 I
TYPE	1198		电磁涂层 II
TYPE	1201		胡蜂 I
TYPE	1202		民用采矿无人机
TYPE	1204		电磁涂层蓝图 I
TYPE	1205		电磁涂层蓝图 II
TYPE	1208		自动锁定系统蓝图 I
TYPE	1210		脉冲干扰器蓝图 I
TYPE	1212		被动锁定器蓝图 I
TYPE	1214		胡蜂蓝图 I
TYPE	1216		雷神自动锁定轻型导弹蓝图 I
TYPE	1218		民用采矿无人机蓝图
TYPE	1220		鞭挞火箭蓝图
TYPE	1221		鞭挞鱼雷蓝图
TYPE	1223		双多特石
TYPE	1224		干焦岩
TYPE	1225		克洛基石
TYPE	1226		杰斯贝矿
TYPE	1227		奥贝尔石
TYPE	1228		灼烧岩
TYPE	1229		片麻岩
TYPE	1230		凡晶石
TYPE	1231		希莫非特
TYPE	1232		黑赭石
TYPE	1236		超载喷注系统 II
TYPE	1237		超载喷注系统蓝图 II
TYPE	1240		基础型强化舱隔壁
TYPE	1242		基础型纳米纤维内部构架
TYPE	1244		超载喷注系统 I
TYPE	1245		超载喷注系统蓝图 I
TYPE	1246		电容通量线圈 I
TYPE	1247		电容通量线圈蓝图 I
TYPE	1248		电容通量线圈 II
TYPE	1249		电容通量线圈蓝图 II
TYPE	1254		护盾通量线圈 I
TYPE	1255		护盾通量线圈蓝图 I
TYPE	1256		护盾通量线圈 II
TYPE	1257		护盾通量线圈蓝图 II
TYPE	1262		基础型爆炸涂层
TYPE	1264		爆炸涂层 I
TYPE	1265		爆炸涂层蓝图 I
TYPE	1266		爆炸涂层 II
TYPE	1267		爆炸涂层蓝图 II
TYPE	1272		基础型覆层式涂层
TYPE	1274		覆层式涂层 I
TYPE	1275		覆层式涂层蓝图 I
TYPE	1276		覆层式涂层 II
TYPE	1277		覆层式涂层蓝图 II
TYPE	1282		基础型动能涂层
TYPE	1284		动能涂层 I
TYPE	1285		动能涂层蓝图 I
TYPE	1286		动能涂层 II
TYPE	1287		动能涂层蓝图 II
TYPE	1292		基础型热能涂层
TYPE	1294		热能涂层 I
TYPE	1295		热能涂层蓝图 I
TYPE	1296		热能涂层 II
TYPE	1297		热能涂层蓝图 II
TYPE	1302		基础型多谱式涂层
TYPE	1304		多谱式涂层 I
TYPE	1305		多谱式涂层蓝图 I
TYPE	1306		多谱式涂层 II
TYPE	1307		多谱式涂层蓝图 II
TYPE	1315		基础型扩充货柜舱
TYPE	1317		扩充货柜舱 I
TYPE	1318		扩充货柜舱蓝图 I
TYPE	1319		扩充货柜舱 II
TYPE	1320		扩充货柜舱蓝图 II
TYPE	1333		强化舱隔壁 I
TYPE	1334		强化舱隔壁蓝图 I
TYPE	1335		强化舱隔壁 II
TYPE	1336		强化舱隔壁蓝图 II
TYPE	1351		基础型反应堆控制组件
TYPE	1353		反应堆控制元件 I
TYPE	1354		反应堆控制元件蓝图 I
TYPE	1355		反应堆控制元件 II
TYPE	1356		反应堆控制元件蓝图 II
TYPE	1401		基础型惯性稳定器
TYPE	1403		惯性稳定器 I
TYPE	1404		惯性稳定器蓝图 I
TYPE	1405		惯性稳定器 II
TYPE	1406		惯性稳定器蓝图 II
TYPE	1419		基础护盾能源继电器
TYPE	1422		护盾能源继电器 II
TYPE	1423		护盾能源继电器蓝图 II
TYPE	1436		自动锁定系统 II
TYPE	1437		自动锁定系统蓝图 II
TYPE	1445		电容能源继电器 I
TYPE	1446		电容能源继电器蓝图 I
TYPE	1447		电容能源继电器 II
TYPE	1448		电容能源继电器蓝图 II
TYPE	1537		基础型能源诊断系统
TYPE	1539		能源诊断系统 I
TYPE	1540		能源诊断系统蓝图 I
TYPE	1541		能源诊断系统 II
TYPE	1542		能源诊断系统蓝图 II
TYPE	1547		小型质子立体炸弹 I
TYPE	1548		小型质子立体炸弹蓝图 I
TYPE	1549		小型质子立体炸弹 II
TYPE	1550		小型质子立体炸弹蓝图 II
TYPE	1551		小型引力子立体炸弹 I
TYPE	1552		小型引力子立体炸弹蓝图 I
TYPE	1553		小型引力子立体炸弹 II
TYPE	1554		小型引力子立体炸弹蓝图 II
TYPE	1557		小型等离子立体炸弹 I
TYPE	1558		小型等离子立体炸弹蓝图 I
TYPE	1559		小型等离子立体炸弹 II
TYPE	1560		小型等离子立体炸弹蓝图 II
TYPE	1563		小型EMP立体炸弹 I
TYPE	1564		小型EMP立体炸弹蓝图 I
TYPE	1565		小型EMP立体炸弹 II
TYPE	1566		小型EMP立体炸弹蓝图 II
TYPE	1798		'基础'电磁护盾增效器
TYPE	1800		'基础'热能护盾增效器
TYPE	1802		'基础'动能护盾增效器
TYPE	1804		'基础'爆炸护盾增效器
TYPE	1808		电磁护盾增效器 I
TYPE	1809		电磁护盾增效器蓝图 I
TYPE	1810		鞭挞自动锁定轻型导弹 I
TYPE	1811		鞭挞自动锁定轻型导弹蓝图 I
TYPE	1814		星爆自动锁定轻型导弹 I
TYPE	1815		星爆自动锁定轻型导弹蓝图 I
TYPE	1816		炼狱自动锁定轻型导弹 I
TYPE	1817		炼狱自动锁定轻型导弹蓝图 I
TYPE	1818		鞭挞自动锁定重型导弹 I
TYPE	1819		鞭挞自动锁定重型导弹蓝图 I
TYPE	1820		雷神自动锁定重型导弹 I
TYPE	1821		雷神自动锁定重型导弹蓝图 I
TYPE	1822		星爆自动锁定重型导弹 I
TYPE	1823		星爆自动锁定重型导弹蓝图 I
TYPE	1824		炼狱自动锁定重型导弹 I
TYPE	1825		炼狱自动锁定重型导弹蓝图 I
TYPE	1826		鞭挞自动锁定巡航导弹 I
TYPE	1827		鞭挞自动锁定巡航导弹蓝图 I
TYPE	1828		雷神自动锁定巡航导弹 I
TYPE	1829		雷神自动锁定巡航导弹蓝图 I
TYPE	1830		星爆自动锁定巡航导弹 I
TYPE	1831		星爆自动锁定巡航导弹蓝图 I
TYPE	1832		炼狱自动锁定巡航导弹 I
TYPE	1833		炼狱自动锁定巡航导弹蓝图 I
TYPE	1855		船体扫描器 II
TYPE	1856		船体扫描器蓝图 II
TYPE	1875		轻型快速导弹发射器 I
TYPE	1876		轻型快速导弹发射器蓝图 I
TYPE	1877		轻型快速导弹发射器 II
TYPE	1878		轻型快速导弹发射器蓝图 II
TYPE	1893		基础型散热槽
TYPE	1944		恩赐者级
TYPE	1945		恩赐者级蓝图
TYPE	1948		磁力ECM I
TYPE	1949		基础型信号放大器
TYPE	1951		基础型索敌增强器
TYPE	1952		感应增强器 II
TYPE	1955		引力ECM I
TYPE	1956		雷达ECM I
TYPE	1957		多谱式ECM I
TYPE	1958		光雷达ECM I
TYPE	1963		远程感应增强器 I
TYPE	1964		远程感应增强器 II
TYPE	1968		远程感应抑阻器 I
TYPE	1969		远程感应抑阻器 II
TYPE	1973		感应增强器 I
TYPE	1977		索敌计算机 I
TYPE	1978		索敌计算机 II
TYPE	1986		信号放大器 I
TYPE	1987		信号放大器 II
TYPE	1998		索敌增强器 I
TYPE	1999		索敌增强器 II
TYPE	2001		废弃的诱导力场压制系统
TYPE	2006		启示级
TYPE	2007		启示级蓝图
TYPE	2008		废弃的诱导力场导航系统
TYPE	2009		废弃的超级旗舰建造设施
TYPE	2013		人质
TYPE	2018		中型电容器电池 I
TYPE	2019		中型电容器电池蓝图 I
TYPE	2020		大型电容器电池 I
TYPE	2021		大型电容器电池蓝图 I
TYPE	2024		中型电容注电器 II
TYPE	2025		中型电容注电器蓝图 II
TYPE	2026		废弃的游寇监测阵列1
TYPE	2027		废弃的游寇监测阵列2
TYPE	2028		废弃的游寇监测阵列3
TYPE	2029		废弃的游寇监测阵列4
TYPE	2030		废弃的游寇监测阵列5
TYPE	2031		废弃的诱捕阵列 1
TYPE	2032		电容回充器 II
TYPE	2033		电容回充器蓝图 II
TYPE	2034		废弃的诱捕阵列 2
TYPE	2035		废弃的诱捕阵列 3
TYPE	2036		废弃的诱捕阵列 4
TYPE	2037		废弃的诱捕阵列 5
TYPE	2038		货柜扫描器 II
TYPE	2039		货柜扫描器蓝图 II
TYPE	2040		废弃的矿石勘探阵列 1
TYPE	2041		废弃的矿石勘探阵列 2
TYPE	2042		废弃的矿石勘探阵列 3
TYPE	2043		废弃的矿石勘探阵列 4
TYPE	2044		废弃的矿石勘探阵列 5
TYPE	2046		损伤控制 I
TYPE	2047		损伤控制装备蓝图 I
TYPE	2048		损伤控制 II
TYPE	2049		损伤控制装备蓝图 II
TYPE	2050		吉斯塔姆多谱式护盾增强器 C型
TYPE	2053		废弃的勘探网络 1
TYPE	2054		废弃的勘探网络 2
TYPE	2055		废弃的勘探网络 3
TYPE	2056		废弃的勘探网络 4
TYPE	2057		废弃的勘探网络 5
TYPE	2058		废弃的量子通量发生器 1
TYPE	2059		废弃的量子通量发生器 2
TYPE	2060		废弃的量子通量发生器 3
TYPE	2061		废弃的量子通量发生器 4
TYPE	2062		废弃的量子通量发生器 5
TYPE	2073		微生物
TYPE	2074		扎茨玛特
TYPE	2075		统一控股集团指挥官准入钥匙
TYPE	2076		加速轨道钥匙
TYPE	2078		微风级
TYPE	2082		格鲁汀 核心加强植入体 CA-1
TYPE	2083		彩虹女神探针发射器原型机
TYPE	2093		被绑架的公民
TYPE	2100		菲诺德的DNA
TYPE	2103		远距索敌计算机 I
TYPE	2104		远距索敌计算机 II
TYPE	2108		索敌扰断器 I
TYPE	2109		索敌扰断器 II
TYPE	2117		脉冲干扰器 II
TYPE	2118		脉冲干扰器蓝图 II
TYPE	2161		磨难级
TYPE	2162		磨难级蓝图
TYPE	2173		渗透者 I
TYPE	2174		渗透者蓝图 I
TYPE	2175		渗透者 II
